date;country;risk;title;fake;supChainName;location;typeOfTransport
11.03.2022;Poland;Conflicts;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Poland;truck
11.03.2022;Poland;Regulatory changes;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Poland;truck
11.03.2022;United Kingdom;Trade Tensions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;United Kingdom;Political Instability;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;United Kingdom;Economic Sanctions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;United Kingdom;Natural disasters;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;United Kingdom;Conflicts;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;United Kingdom;Regulatory changes;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;Croatia;Trade Tensions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;Croatia;Political Instability;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;Croatia;Economic Sanctions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;Croatia;Natural disasters;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;Croatia;Conflicts;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
11.03.2022;Croatia;Regulatory changes;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;;;
10.03.2022;Ukraine;Political Instability;End another next.;Yes;Bosch Solarpanels;Ukraine;ship
04.03.2022;Ukraine;natural disasters;Feeling media each performance friend.;Yes;Bosch Solarpanels;Ukraine;ship
04.03.2022;Ukraine;natural disasters;Feeling media each performance friend.;Yes;Bosch Solarpanels;Ukraine;ship
06.03.2022;Russia;Economic Sanctions;Good power million where pick.;Yes;Bosch Battery;Russia;train
08.03.2022;Israel;Economic Sanctions;Church total choice fight bed art.;Yes;;;
07.03.2022;Burundi;Economic Sanctions;Everything particular fill hear court director her.;Yes;;;
07.03.2022;Nigeria;natural disasters;Mind white dog environmental month give.;Yes;;;
05.03.2022;Mozambique;Conflicts;Lawyer voice hope wrong prepare discuss foreign member.;Yes;;;
07.03.2022;Rwanda;Political Instability;Rock him lead age.;Yes;;;
06.03.2022;Gabon;Conflicts;Only south report stop.;Yes;;;
05.03.2022;Timor-Leste;Economic Sanctions;Candidate born pick enter fire let public.;Yes;;;
04.03.2022;Croatia;regulatory changes;Concern begin she people allow run certainly.;Yes;;;
06.03.2022;Comoros;regulatory changes;Become learn TV fish purpose statement.;Yes;;;
08.03.2022;Turkey;Conflicts;Do must health black.;Yes;Bosch Battery;Turkey;ship
07.03.2022;Bahamas;Economic Sanctions;Worker customer movement yet already.;Yes;;;
09.03.2022;Tanzania;natural disasters;Before central direction include.;Yes;;;
10.03.2022;Uzbekistan;Conflicts;Official particularly sport better.;Yes;;;
05.03.2022;Uzbekistan;Political Instability;Year official network beyond serious later.;Yes;;;
04.03.2022;Afghanistan;Political Instability;Democratic majority drop collection data amount PM.;Yes;;;
11.03.2022;Venezuela;Trade Tensions;Among study some.;Yes;;;
07.03.2022;Malta;Economic Sanctions;Story glass power shoulder still head much.;Yes;;;
08.03.2022;Tuvalu;Economic Sanctions;Growth share pull skill question.;Yes;;;
10.03.2022;Pakistan;natural disasters;Writer increase try southern lead.;Yes;;;
11.03.2022;Dominican Republic;Economic Sanctions;Certain style final store consumer account go.;Yes;;;
10.03.2022;Cuba;regulatory changes;Senior always green skin seem effort.;Yes;;;
06.03.2022;Eritrea;regulatory changes;Painting hot happen weight.;Yes;;;
07.03.2022;Mexico;Conflicts;Green trip sometimes word.;Yes;;;
08.03.2022;Chad;Economic Sanctions;Trial single thousand health staff outside pick education.;Yes;;;
09.03.2022;Uruguay;regulatory changes;Risk score forget human.;Yes;;;
06.03.2022;Estonia;Political Instability;Exist blue charge owner.;Yes;;;
07.03.2022;Portugal;Economic Sanctions;After add necessary offer through water.;Yes;;;
04.03.2022;Finland;Trade Tensions;Later effect sure year.;Yes;;;
09.03.2022;Ghana;Conflicts;Congress type research report system leader.;Yes;;;
06.03.2022;India;Trade Tensions;Usually difficult even dream.;Yes;Bosch Solarpanels;India;ship
09.03.2022;South Korea;Economic Sanctions;Move born list subject.;Yes;;;
06.03.2022;Israel;Political Instability;Understand attention think music Mr.;Yes;;;
08.03.2022;Nicaragua;Trade Tensions;Beautiful low nature soldier add.;Yes;;;
11.03.2022;Tuvalu;regulatory changes;Now author thousand system site.;Yes;;;
10.03.2022;Mongolia;Political Instability;Race itself put son light.;Yes;;;
06.03.2022;Tonga;natural disasters;Provide company enter still research professor ready drive.;Yes;;;
10.03.2022;North Korea;Political Instability;Experience structure everybody threat most street.;Yes;;;
09.03.2022;Gabon;Conflicts;Clearly travel decade admit option once.;Yes;;;
08.03.2022;Costa Rica;regulatory changes;Station over quickly.;Yes;;;
08.03.2022;Malaysia;Economic Sanctions;Go performance training girl manage usually.;Yes;;;
09.03.2022;Argentina;regulatory changes;Song race bad there huge only.;Yes;;;
04.03.2022;Pakistan;natural disasters;Number herself value him.;Yes;;;
10.03.2022;Bahamas;Political Instability;Cost officer point particular environment others agent.;Yes;;;
11.03.2022;Vietnam;regulatory changes;Decision fear television bag kid.;Yes;Bosch Battery;Vietnam;ship
08.03.2022;Djibouti;Political Instability;Leg represent couple better thousand but.;Yes;;;
06.03.2022;Cameroon;regulatory changes;Citizen into mind foot win.;Yes;;;
06.03.2022;Kasachstan;regulatory changes;Citizen into mind foot win.;Yes;Bosch Solarpanels;Kasachstan;ship
